N,Iterative,Dynamic Programming,Recursive
1930,0.000001,0.000011,-
1931,0.000001,0.000011,-
1932,0.000001,0.000011,-
1933,0.000001,0.000010,-
1934,0.000001,0.000010,-
1935,0.000001,0.000011,-
1936,0.000001,0.000010,-
1937,0.000002,0.000011,-
1938,0.000001,0.000010,-
1939,0.000002,0.000011,-
1940,0.000000,0.000011,-
1941,0.000000,0.000011,-
1942,0.000001,0.000009,-
1943,0.000000,0.000011,-
1944,0.000002,0.000011,-
1945,0.000000,0.000011,-
1946,0.000000,0.000010,-
1947,0.000001,0.000011,-
1948,0.000001,0.000011,-
1949,0.000001,0.000011,-
1950,0.000000,0.000011,-
1951,0.000000,0.000010,-
1952,0.000001,0.000010,-
1953,0.000001,0.000010,-
1954,0.000001,0.000010,-
1955,0.000001,0.000011,-
1956,0.000001,0.000011,-
1957,0.000000,0.000011,-
1958,0.000001,0.000010,-
1959,0.000000,0.000010,-
1960,0.000001,0.000011,-
1961,0.000001,0.000011,-
1962,0.000002,0.000013,-
1963,0.000001,0.000011,-
1964,0.000001,0.000011,-
1965,0.000002,0.000010,-
1966,0.000001,0.000010,-
1967,0.000000,0.000012,-
1968,0.000001,0.000011,-
1969,0.000001,0.000011,-
1970,0.000002,0.000011,-
1971,0.000000,0.000010,-
1972,0.000001,0.000011,-
1973,0.000002,0.000011,-
1974,0.000000,0.000010,-
1975,0.000002,0.000011,-
1976,0.000001,0.000011,-
1977,0.000000,0.000011,-
1978,0.000001,0.000011,-
1979,0.000001,0.000011,-
1980,0.000001,0.000011,-
1981,0.000001,0.000011,-
1982,0.000001,0.000011,-
1983,0.000002,0.000011,-
1984,0.000001,0.000010,-
1985,0.000001,0.000011,-
1986,0.000000,0.000011,-
1987,0.000001,0.000012,-
1988,0.000001,0.000011,-
1989,0.000001,0.000011,-
1990,0.000001,0.000011,-
1991,0.000001,0.000011,-
1992,0.000002,0.000010,-
1993,0.000000,0.000010,-
1994,0.000001,0.000011,-
1995,0.000001,0.000011,-
1996,0.000001,0.000011,-
1997,0.000001,0.000010,-
1998,0.000001,0.000011,-
1999,0.000001,0.000010,-
2000,0.000000,0.000011,-
2001,0.000001,0.000011,-
2002,0.000001,0.000011,-
2003,0.000000,0.000011,-
2004,0.000001,0.000010,-
2005,0.000001,0.000011,-
2006,0.000003,0.000018,-
2007,0.000002,0.000011,-
2008,0.000002,0.000019,-
2009,0.000001,0.000011,-
2010,0.000001,0.000011,-
2011,0.000001,0.000011,-
2012,0.000000,0.000011,-
2013,0.000002,0.000011,-
2014,0.000001,0.000011,-
2015,0.000001,0.000011,-
2016,0.000000,0.000010,-
2017,0.000001,0.000011,-
2018,0.000001,0.000011,-
2019,0.000005,0.000012,-
2020,0.000001,0.000011,-
2021,0.000001,0.000011,-
2022,0.000002,0.000011,-
2023,0.000001,0.000011,-
2024,0.000001,0.000011,-
2025,0.000001,0.000011,-
2026,0.000001,0.000011,-
2027,0.000003,0.000011,-
2028,0.000002,0.000011,-
2029,0.000001,0.000011,-
2030,0.000001,0.000011,-
2031,0.000001,0.000011,-
2032,0.000002,0.000011,-
2033,0.000000,0.000010,-
2034,0.000001,0.000010,-
2035,0.000000,0.000011,-
2036,0.000001,0.000012,-
2037,0.000001,0.000011,-
2038,0.000001,0.000011,-
2039,0.000000,0.000010,-
2040,0.000001,0.000010,-
2041,0.000001,0.000011,-
2042,0.000001,0.000010,-
2043,0.000000,0.000012,-
2044,0.000001,0.000011,-
2045,0.000001,0.000011,-
2046,0.000000,0.000011,-
2047,0.000001,0.000011,-
2048,0.000004,0.000011,-
2049,0.000001,0.000011,-
2050,0.000001,0.000011,-
2051,0.000000,0.000011,-
2052,0.000001,0.000012,-
2053,0.000002,0.000011,-
2054,0.000001,0.000010,-
2055,0.000001,0.000011,-
2056,0.000001,0.000011,-
2057,0.000001,0.000010,-
2058,0.000002,0.000011,-
2059,0.000000,0.000011,-
2060,0.000001,0.000011,-
2061,0.000001,0.000011,-
2062,0.000001,0.000011,-
2063,0.000001,0.000010,-
2064,0.000000,0.000011,-
2065,0.000001,0.000011,-
2066,0.000001,0.000011,-
2067,0.000001,0.000011,-
2068,0.000001,0.000011,-
2069,0.000001,0.000011,-
2070,0.000000,0.000011,-
2071,0.000001,0.000011,-
2072,0.000000,0.000011,-
2073,0.000001,0.000012,-
2074,0.000002,0.000011,-
2075,0.000001,0.000011,-
2076,0.000001,0.000011,-
2077,0.000002,0.000011,-
2078,0.000001,0.000011,-
2079,0.000001,0.000011,-
2080,0.000001,0.000011,-
2081,0.000000,0.000011,-
2082,0.000001,0.000011,-
2083,0.000000,0.000011,-
2084,0.000001,0.000011,-
2085,0.000001,0.000011,-
2086,0.000001,0.000011,-
2087,0.000001,0.000010,-
2088,0.000000,0.000010,-
2089,0.000001,0.000011,-
2090,0.000001,0.000011,-
2091,0.000002,0.000011,-
2092,0.000001,0.000011,-
2093,0.000000,0.000010,-
2094,0.000001,0.000011,-
2095,0.000001,0.000011,-
2096,0.000000,0.000011,-
2097,0.000001,0.000011,-
2098,0.000001,0.000011,-
2099,0.000000,0.000011,-
2100,0.000001,0.000011,-
2101,0.000002,0.000011,-
2102,0.000001,0.000011,-
2103,0.000001,0.000012,-
2104,0.000001,0.000011,-
2105,0.000000,0.000011,-
2106,0.000001,0.000011,-
2107,0.000001,0.000011,-
2108,0.000000,0.000011,-
2109,0.000001,0.000011,-
2110,0.000002,0.000010,-
2111,0.000002,0.000011,-
2112,0.000002,0.000011,-
2113,0.000001,0.000011,-
2114,0.000001,0.000011,-
2115,0.000001,0.000011,-
2116,0.000001,0.000012,-
2117,0.000001,0.000011,-
2118,0.000002,0.000011,-
2119,0.000000,0.000011,-
2120,0.000001,0.000011,-
2121,0.000002,0.000011,-
2122,0.000004,0.000011,-
2123,0.000001,0.000011,-
2124,0.000002,0.000011,-
2125,0.000001,0.000011,-
2126,0.000001,0.000011,-
2127,0.000001,0.000011,-
2128,0.000001,0.000011,-
2129,0.000001,0.000011,-
2130,0.000000,0.000011,-
2131,0.000001,0.000011,-
2132,0.000001,0.000012,-
2133,0.000002,0.000011,-
2134,0.000001,0.000011,-
2135,0.000000,0.000010,-
2136,0.000001,0.000011,-
2137,0.000001,0.000012,-
2138,0.000001,0.000011,-
2139,0.000000,0.000011,-
2140,0.000001,0.000011,-
2141,0.000001,0.000011,-
2142,0.000001,0.000011,-
2143,0.000001,0.000012,-
2144,0.000001,0.000011,-
2145,0.000001,0.000011,-
2146,0.000001,0.000011,-
2147,0.000000,0.000011,-
2148,0.000001,0.000011,-
2149,0.000001,0.000011,-
2150,0.000001,0.000011,-
2151,0.000001,0.000011,-
2152,0.000000,0.000010,-
2153,0.000000,0.000012,-
2154,0.000001,0.000011,-
2155,0.000002,0.000011,-
2156,0.000001,0.000011,-
2157,0.000002,0.000011,-
2158,0.000001,0.000011,-
2159,0.000000,0.000011,-
2160,0.000000,0.000011,-
2161,0.000001,0.000011,-
2162,0.000001,0.000011,-
2163,0.000001,0.000011,-
2164,0.000001,0.000011,-
2165,0.000001,0.000011,-
2166,0.000001,0.000012,-
2167,0.000001,0.000011,-
2168,0.000001,0.000011,-
2169,0.000002,0.000011,-
2170,0.000000,0.000011,-
2171,0.000001,0.000011,-
2172,0.000001,0.000011,-
2173,0.000001,0.000015,-
2174,0.000002,0.000012,-
2175,0.000001,0.000011,-
2176,0.000000,0.000011,-
2177,0.000001,0.000011,-
2178,0.000001,0.000011,-
2179,0.000001,0.000011,-
2180,0.000001,0.000011,-
2181,0.000002,0.000011,-
2182,0.000000,0.000010,-
2183,0.000001,0.000012,-
2184,0.000001,0.000013,-
2185,0.000001,0.000011,-
2186,0.000001,0.000011,-
2187,0.000001,0.000011,-
2188,0.000002,0.000011,-
2189,0.000001,0.000011,-
2190,0.000000,0.000011,-
2191,0.000001,0.000012,-
2192,0.000001,0.000011,-
2193,0.000001,0.000012,-
2194,0.000001,0.000011,-
2195,0.000002,0.000011,-
2196,0.000001,0.000011,-
2197,0.000001,0.000011,-
2198,0.000002,0.000011,-
2199,0.000002,0.000011,-
2200,0.000001,0.000011,-
2201,0.000000,0.000011,-
2202,0.000001,0.000011,-
2203,0.000001,0.000012,-
2204,0.000001,0.000011,-
2205,0.000001,0.000011,-
2206,0.000001,0.000011,-
2207,0.000001,0.000011,-
2208,0.000001,0.000011,-
2209,0.000001,0.000011,-
2210,0.000001,0.000011,-
2211,0.000002,0.000011,-
2212,0.000002,0.000012,-
2213,0.000000,0.000012,-
2214,0.000001,0.000011,-
2215,0.000002,0.000011,-
2216,0.000001,0.000011,-
2217,0.000000,0.000012,-
2218,0.000001,0.000011,-
2219,0.000001,0.000011,-
2220,0.000001,0.000011,-
2221,0.000001,0.000011,-
2222,0.000001,0.000012,-
2223,0.000001,0.000011,-
2224,0.000001,0.000011,-
2225,0.000001,0.000011,-
2226,0.000001,0.000011,-
2227,0.000001,0.000011,-
2228,0.000001,0.000011,-
2229,0.000002,0.000011,-
2230,0.000001,0.000011,-
2231,0.000001,0.000012,-
2232,0.000001,0.000011,-
2233,0.000001,0.000011,-
2234,0.000001,0.000011,-
2235,0.000001,0.000011,-
2236,0.000001,0.000012,-
2237,0.000002,0.000011,-
2238,0.000001,0.000011,-
2239,0.000002,0.000011,-
2240,0.000001,0.000010,-
2241,0.000001,0.000011,-
2242,0.000000,0.000011,-
2243,0.000001,0.000011,-
2244,0.000001,0.000011,-
2245,0.000001,0.000014,-
2246,0.000001,0.000011,-
2247,0.000001,0.000011,-
2248,0.000001,0.000011,-
2249,0.000001,0.000011,-
2250,0.000002,0.000011,-
2251,0.000001,0.000011,-
2252,0.000001,0.000011,-
2253,0.000001,0.000011,-
2254,0.000001,0.000013,-
2255,0.000002,0.000011,-
2256,0.000001,0.000013,-
2257,0.000001,0.000013,-
2258,0.000002,0.000013,-
2259,0.000001,0.000011,-
2260,0.000002,0.000012,-
2261,0.000001,0.000012,-
2262,0.000001,0.000011,-
2263,0.000001,0.000012,-
2264,0.000001,0.000011,-
2265,0.000001,0.000012,-
2266,0.000000,0.000012,-
2267,0.000001,0.000011,-
2268,0.000001,0.000012,-
2269,0.000001,0.000011,-
2270,0.000001,0.000011,-
2271,0.000000,0.000012,-
2272,0.000001,0.000011,-
2273,0.000000,0.000011,-
2274,0.000003,0.000012,-
2275,0.000002,0.000011,-
2276,0.000001,0.000010,-
2277,0.000000,0.000012,-
2278,0.000001,0.000011,-
2279,0.000002,0.000011,-
2280,0.000001,0.000011,-
2281,0.000001,0.000011,-
2282,0.000001,0.000011,-
2283,0.000001,0.000011,-
2284,0.000001,0.000011,-
2285,0.000002,0.000011,-
2286,0.000000,0.000012,-
2287,0.000001,0.000012,-
2288,0.000001,0.000011,-
2289,0.000000,0.000011,-
2290,0.000001,0.000011,-
2291,0.000001,0.000011,-
2292,0.000001,0.000012,-
2293,0.000002,0.000011,-
2294,0.000002,0.000012,-
2295,0.000001,0.000012,-
2296,0.000001,0.000011,-
2297,0.000001,0.000011,-
2298,0.000001,0.000011,-
2299,0.000001,0.000012,-
2300,0.000002,0.000012,-
2301,0.000001,0.000012,-
2302,0.000001,0.000011,-
2303,0.000002,0.000011,-
2304,0.000001,0.000010,-
2305,0.000000,0.000011,-
2306,0.000001,0.000011,-
2307,0.000001,0.000011,-
2308,0.000001,0.000012,-
2309,0.000001,0.000012,-
2310,0.000001,0.000012,-
2311,0.000001,0.000011,-
2312,0.000001,0.000011,-
2313,0.000001,0.000011,-
2314,0.000002,0.000011,-
2315,0.000001,0.000012,-
2316,0.000000,0.000012,-
2317,0.000001,0.000012,-
2318,0.000001,0.000011,-
2319,0.000001,0.000012,-
2320,0.000001,0.000011,-
2321,0.000001,0.000011,-
2322,0.000001,0.000012,-
2323,0.000002,0.000012,-
2324,0.000002,0.000012,-
2325,0.000001,0.000011,-
2326,0.000001,0.000012,-
2327,0.000001,0.000011,-
2328,0.000001,0.000011,-
2329,0.000002,0.000011,-
2330,0.000001,0.000010,-
2331,0.000001,0.000011,-
2332,0.000001,0.000011,-
2333,0.000002,0.000011,-
2334,0.000001,0.000011,-
2335,0.000001,0.000011,-
2336,0.000001,0.000011,-
2337,0.000001,0.000011,-
2338,0.000001,0.000011,-
2339,0.000001,0.000011,-
2340,0.000001,0.000011,-
2341,0.000002,0.000011,-
2342,0.000001,0.000011,-
2343,0.000001,0.000011,-
2344,0.000001,0.000011,-
2345,0.000002,0.000011,-
2346,0.000001,0.000012,-
2347,0.000001,0.000011,-
2348,0.000001,0.000012,-
2349,0.000001,0.000012,-
2350,0.000001,0.000012,-
2351,0.000001,0.000011,-
2352,0.000001,0.000011,-
2353,0.000002,0.000012,-
2354,0.000001,0.000011,-
2355,0.000001,0.000011,-
2356,0.000000,0.000012,-
2357,0.000001,0.000012,-
2358,0.000001,0.000011,-
2359,0.000002,0.000010,-
2360,0.000001,0.000011,-
2361,0.000002,0.000011,-
2362,0.000001,0.000012,-
2363,0.000001,0.000011,-
2364,0.000002,0.000012,-
2365,0.000001,0.000011,-
2366,0.000001,0.000012,-
2367,0.000001,0.000011,-
2368,0.000001,0.000012,-
2369,0.000001,0.000011,-
2370,0.000001,0.000011,-
2371,0.000002,0.000011,-
2372,0.000000,0.000011,-
2373,0.000002,0.000011,-
2374,0.000001,0.000011,-
2375,0.000001,0.000012,-
2376,0.000001,0.000011,-
2377,0.000001,0.000011,-
2378,0.000001,0.000012,-
2379,0.000001,0.000012,-
2380,0.000001,0.000011,-
2381,0.000001,0.000012,-
2382,0.000002,0.000011,-
2383,0.000001,0.000012,-
2384,0.000000,0.000011,-
2385,0.000000,0.000012,-
2386,0.000001,0.000011,-
2387,0.000001,0.000012,-
2388,0.000002,0.000011,-
2389,0.000001,0.000012,-
2390,0.000001,0.000011,-
2391,0.000002,0.000011,-
2392,0.000002,0.000011,-
2393,0.000000,0.000012,-
2394,0.000002,0.000011,-
2395,0.000004,0.000012,-
2396,0.000001,0.000012,-
2397,0.000001,0.000011,-
2398,0.000001,0.000012,-
2399,0.000000,0.000011,-
2400,0.000002,0.000014,-
2401,0.000001,0.000012,-
2402,0.000001,0.000012,-
2403,0.000001,0.000011,-
2404,0.000000,0.000012,-
2405,0.000001,0.000011,-
2406,0.000001,0.000012,-
2407,0.000002,0.000011,-
2408,0.000000,0.000011,-
2409,0.000001,0.000012,-
2410,0.000001,0.000012,-
2411,0.000002,0.000011,-
2412,0.000001,0.000012,-
2413,0.000001,0.000011,-
2414,0.000001,0.000011,-
2415,0.000001,0.000012,-
2416,0.000001,0.000012,-
2417,0.000001,0.000011,-
2418,0.000001,0.000012,-
2419,0.000001,0.000013,-
2420,0.000001,0.000012,-
2421,0.000001,0.000012,-
2422,0.000002,0.000011,-
2423,0.000001,0.000011,-
2424,0.000001,0.000012,-
2425,0.000001,0.000011,-
2426,0.000001,0.000011,-
2427,0.000001,0.000012,-
2428,0.000001,0.000011,-
2429,0.000001,0.000012,-
2430,0.000001,0.000013,-
2431,0.000001,0.000013,-
2432,0.000001,0.000011,-
2433,0.000002,0.000011,-
2434,0.000001,0.000011,-
2435,0.000001,0.000011,-
2436,0.000002,0.000012,-
2437,0.000001,0.000011,-
2438,0.000002,0.000011,-
2439,0.000001,0.000011,-
2440,0.000001,0.000012,-
2441,0.000001,0.000011,-
2442,0.000002,0.000012,-
2443,0.000001,0.000011,-
2444,0.000000,0.000011,-
2445,0.000001,0.000011,-
2446,0.000001,0.000011,-
2447,0.000001,0.000011,-
2448,0.000000,0.000011,-
2449,0.000001,0.000012,-
2450,0.000002,0.000011,-
2451,0.000001,0.000012,-
2452,0.000001,0.000011,-
2453,0.000001,0.000011,-
2454,0.000001,0.000012,-
2455,0.000002,0.000011,-
2456,0.000002,0.000011,-
2457,0.000001,0.000012,-
2458,0.000002,0.000012,-
2459,0.000001,0.000012,-
2460,0.000002,0.000011,-
2461,0.000001,0.000012,-
2462,0.000001,0.000011,-
2463,0.000001,0.000011,-
2464,0.000001,0.000012,-
2465,0.000002,0.000011,-
2466,0.000001,0.000012,-
2467,0.000001,0.000012,-
2468,0.000000,0.000011,-
2469,0.000001,0.000012,-
2470,0.000001,0.000012,-
2471,0.000001,0.000012,-
2472,0.000001,0.000012,-
2473,0.000001,0.000012,-
2474,0.000001,0.000012,-
2475,0.000001,0.000011,-
2476,0.000001,0.000012,-
2477,0.000001,0.000011,-
2478,0.000000,0.000012,-
2479,0.000000,0.000011,-
2480,0.000000,0.000011,-
2481,0.000001,0.000012,-
2482,0.000001,0.000011,-
2483,0.000001,0.000011,-
2484,0.000002,0.000012,-
2485,0.000001,0.000016,-
2486,0.000001,0.000011,-
2487,0.000002,0.000012,-
2488,0.000001,0.000012,-
2489,0.000001,0.000012,-
2490,0.000001,0.000011,-
2491,0.000001,0.000012,-
2492,0.000000,0.000011,-
2493,0.000001,0.000011,-
2494,0.000001,0.000011,-
2495,0.000001,0.000012,-
2496,0.000001,0.000012,-
2497,0.000001,0.000012,-
2498,0.000000,0.000012,-
2499,0.000001,0.000012,-
2500,0.000001,0.000012,-
2501,0.000001,0.000012,-
2502,0.000001,0.000012,-
2503,0.000001,0.000012,-
2504,0.000001,0.000011,-
2505,0.000001,0.000011,-
2506,0.000001,0.000014,-
2507,0.000004,0.000013,-
2508,0.000002,0.000012,-
2509,0.000004,0.000013,-
2510,0.000000,0.000011,-
2511,0.000001,0.000011,-
2512,0.000001,0.000011,-
2513,0.000001,0.000012,-
2514,0.000004,0.000012,-
2515,0.000001,0.000013,-
2516,0.000002,0.000012,-
2517,0.000002,0.000011,-
2518,0.000003,0.000012,-
2519,0.000004,0.000012,-
2520,0.000004,0.000012,-
2521,0.000001,0.000012,-
2522,0.000001,0.000011,-
2523,0.000001,0.000013,-
2524,0.000001,0.000012,-
2525,0.000001,0.000012,-
2526,0.000002,0.000012,-
2527,0.000002,0.000012,-
2528,0.000002,0.000012,-
2529,0.000001,0.000012,-
2530,0.000001,0.000012,-
2531,0.000001,0.000013,-
2532,0.000001,0.000011,-
2533,0.000001,0.000011,-
2534,0.000001,0.000012,-
2535,0.000001,0.000011,-
2536,0.000000,0.000012,-
2537,0.000002,0.000011,-
2538,0.000001,0.000012,-
2539,0.000001,0.000012,-
2540,0.000001,0.000011,-
2541,0.000001,0.000012,-
2542,0.000001,0.000011,-
2543,0.000002,0.000012,-
2544,0.000001,0.000012,-
2545,0.000001,0.000011,-
2546,0.000001,0.000011,-
2547,0.000001,0.000012,-
2548,0.000002,0.000012,-
2549,0.000001,0.000013,-
2550,0.000001,0.000013,-
2551,0.000002,0.000012,-
2552,0.000002,0.000012,-
2553,0.000001,0.000012,-
2554,0.000001,0.000011,-
2555,0.000001,0.000012,-
2556,0.000002,0.000012,-
2557,0.000001,0.000012,-
2558,0.000001,0.000013,-
2559,0.000001,0.000011,-
2560,0.000000,0.000012,-
2561,0.000001,0.000012,-
2562,0.000001,0.000012,-
2563,0.000002,0.000012,-
2564,0.000001,0.000012,-
2565,0.000002,0.000012,-
2566,0.000001,0.000012,-
2567,0.000001,0.000012,-
2568,0.000001,0.000012,-
2569,0.000000,0.000011,-
2570,0.000002,0.000012,-
2571,0.000002,0.000012,-
2572,0.000001,0.000012,-
2573,0.000002,0.000012,-
2574,0.000002,0.000012,-
2575,0.000002,0.000013,-
2576,0.000001,0.000012,-
2577,0.000001,0.000012,-
2578,0.000001,0.000012,-
2579,0.000001,0.000013,-
2580,0.000001,0.000012,-
2581,0.000002,0.000012,-
2582,0.000002,0.000012,-
2583,0.000001,0.000013,-
2584,0.000001,0.000012,-
2585,0.000001,0.000011,-
2586,0.000002,0.000011,-
2587,0.000000,0.000011,-
2588,0.000002,0.000012,-
2589,0.000002,0.000012,-
2590,0.000002,0.000011,-
2591,0.000001,0.000012,-
2592,0.000001,0.000012,-
2593,0.000002,0.000012,-
2594,0.000001,0.000012,-
2595,0.000002,0.000012,-
2596,0.000001,0.000011,-
2597,0.000002,0.000012,-
2598,0.000001,0.000012,-
2599,0.000001,0.000012,-
2600,0.000001,0.000016,-
2601,0.000001,0.000013,-
2602,0.000001,0.000011,-
2603,0.000001,0.000012,-
2604,0.000001,0.000011,-
2605,0.000001,0.000012,-
2606,0.000001,0.000012,-
2607,0.000001,0.000012,-
2608,0.000002,0.000012,-
2609,0.000001,0.000013,-
2610,0.000001,0.000012,-
2611,0.000000,0.000012,-
2612,0.000002,0.000012,-
2613,0.000001,0.000013,-
2614,0.000001,0.000012,-
2615,0.000001,0.000012,-
2616,0.000001,0.000011,-
2617,0.000001,0.000012,-
2618,0.000001,0.000012,-
2619,0.000001,0.000012,-
2620,0.000001,0.000012,-
2621,0.000001,0.000012,-
2622,0.000001,0.000012,-
2623,0.000002,0.000012,-
2624,0.000001,0.000012,-
2625,0.000001,0.000012,-
2626,0.000001,0.000012,-
2627,0.000001,0.000013,-
2628,0.000001,0.000012,-
2629,0.000001,0.000012,-
2630,0.000002,0.000012,-
2631,0.000002,0.000012,-
2632,0.000001,0.000012,-
2633,0.000001,0.000012,-
2634,0.000001,0.000012,-
2635,0.000002,0.000012,-
2636,0.000001,0.000013,-
2637,0.000001,0.000012,-
2638,0.000000,0.000011,-
2639,0.000001,0.000011,-
2640,0.000001,0.000011,-
2641,0.000001,0.000011,-
2642,0.000001,0.000012,-
2643,0.000001,0.000012,-
2644,0.000001,0.000012,-
2645,0.000002,0.000012,-
2646,0.000001,0.000012,-
2647,0.000001,0.000012,-
2648,0.000000,0.000011,-
2649,0.000001,0.000012,-
2650,0.000002,0.000012,-
2651,0.000002,0.000011,-
2652,0.000001,0.000012,-
2653,0.000001,0.000012,-
2654,0.000001,0.000012,-
2655,0.000001,0.000012,-
2656,0.000001,0.000015,-
2657,0.000001,0.000012,-
2658,0.000001,0.000012,-
2659,0.000001,0.000011,-
2660,0.000001,0.000012,-
2661,0.000001,0.000011,-
2662,0.000001,0.000012,-
2663,0.000002,0.000012,-
2664,0.000001,0.000014,-
2665,0.000001,0.000012,-
2666,0.000001,0.000015,-
2667,0.000002,0.000012,-
2668,0.000001,0.000012,-
2669,0.000002,0.000012,-
2670,0.000001,0.000013,-
2671,0.000003,0.000012,-
2672,0.000001,0.000012,-
2673,0.000001,0.000012,-
2674,0.000002,0.000012,-
2675,0.000001,0.000012,-
2676,0.000001,0.000015,-
2677,0.000001,0.000012,-
2678,0.000002,0.000012,-
2679,0.000001,0.000012,-
2680,0.000001,0.000014,-
2681,0.000001,0.000013,-
2682,0.000001,0.000012,-
2683,0.000001,0.000011,-
2684,0.000002,0.000012,-
2685,0.000002,0.000012,-
2686,0.000001,0.000012,-
2687,0.000001,0.000012,-
2688,0.000001,0.000014,-
2689,0.000001,0.000012,-
2690,0.000002,0.000012,-
2691,0.000001,0.000012,-
2692,0.000001,0.000012,-
2693,0.000001,0.000012,-
2694,0.000001,0.000015,-
2695,0.000001,0.000012,-
2696,0.000001,0.000012,-
2697,0.000001,0.000014,-
2698,0.000002,0.000012,-
2699,0.000002,0.000015,-
2700,0.000001,0.000012,-
2701,0.000001,0.000012,-
2702,0.000001,0.000012,-
2703,0.000002,0.000012,-
2704,0.000002,0.000012,-
2705,0.000001,0.000012,-
2706,0.000001,0.000012,-
2707,0.000001,0.000012,-
2708,0.000001,0.000012,-
2709,0.000001,0.000012,-
2710,0.000001,0.000012,-
2711,0.000001,0.000012,-
2712,0.000002,0.000013,-
2713,0.000001,0.000012,-
2714,0.000001,0.000012,-
2715,0.000001,0.000012,-
2716,0.000001,0.000012,-
2717,0.000000,0.000012,-
2718,0.000002,0.000012,-
2719,0.000001,0.000012,-
2720,0.000001,0.000012,-
2721,0.000002,0.000012,-
2722,0.000001,0.000011,-
2723,0.000001,0.000012,-
2724,0.000000,0.000012,-
2725,0.000001,0.000012,-
2726,0.000001,0.000012,-
2727,0.000001,0.000012,-
2728,0.000001,0.000012,-
2729,0.000001,0.000013,-
2730,0.000001,0.000012,-
2731,0.000001,0.000012,-
2732,0.000002,0.000012,-
2733,0.000002,0.000012,-
2734,0.000001,0.000012,-
2735,0.000001,0.000011,-
2736,0.000002,0.000012,-
2737,0.000001,0.000012,-
2738,0.000001,0.000012,-
2739,0.000001,0.000013,-
2740,0.000001,0.000012,-
2741,0.000002,0.000012,-
2742,0.000002,0.000012,-
2743,0.000001,0.000012,-
2744,0.000001,0.000012,-
2745,0.000001,0.000012,-
2746,0.000001,0.000012,-
2747,0.000001,0.000012,-
2748,0.000002,0.000012,-
2749,0.000001,0.000012,-
2750,0.000002,0.000012,-
2751,0.000001,0.000012,-
2752,0.000001,0.000012,-
2753,0.000002,0.000012,-
2754,0.000000,0.000012,-
2755,0.000001,0.000012,-
2756,0.000001,0.000013,-
2757,0.000003,0.000013,-
2758,0.000004,0.000013,-
2759,0.000002,0.000012,-
2760,0.000001,0.000012,-
2761,0.000001,0.000012,-
2762,0.000002,0.000012,-
2763,0.000001,0.000013,-
2764,0.000002,0.000012,-
2765,0.000002,0.000012,-
2766,0.000001,0.000012,-
2767,0.000002,0.000012,-
2768,0.000001,0.000013,-
2769,0.000001,0.000013,-
2770,0.000002,0.000012,-
2771,0.000002,0.000012,-
2772,0.000004,0.000013,-
2773,0.000002,0.000013,-
2774,0.000001,0.000012,-
2775,0.000002,0.000012,-
2776,0.000001,0.000012,-
2777,0.000001,0.000012,-
2778,0.000001,0.000012,-
2779,0.000001,0.000012,-
2780,0.000002,0.000012,-
2781,0.000001,0.000012,-
2782,0.000000,0.000013,-
2783,0.000001,0.000012,-
2784,0.000002,0.000012,-
2785,0.000005,0.000013,-
2786,0.000001,0.000012,-
2787,0.000001,0.000013,-
2788,0.000002,0.000012,-
2789,0.000001,0.000012,-
2790,0.000001,0.000012,-
2791,0.000001,0.000012,-
2792,0.000001,0.000012,-
2793,0.000001,0.000012,-
2794,0.000002,0.000012,-
2795,0.000001,0.000012,-
2796,0.000001,0.000013,-
2797,0.000001,0.000012,-
2798,0.000002,0.000013,-
2799,0.000001,0.000012,-
2800,0.000002,0.000012,-
2801,0.000001,0.000012,-
2802,0.000001,0.000013,-
2803,0.000002,0.000012,-
2804,0.000001,0.000012,-
2805,0.000002,0.000012,-
2806,0.000000,0.000013,-
2807,0.000001,0.000012,-
2808,0.000002,0.000012,-
2809,0.000001,0.000012,-
2810,0.000001,0.000012,-
2811,0.000002,0.000013,-
2812,0.000001,0.000012,-
2813,0.000002,0.000012,-
2814,0.000002,0.000013,-
2815,0.000002,0.000012,-
2816,0.000001,0.000012,-
2817,0.000002,0.000012,-
2818,0.000001,0.000012,-
2819,0.000001,0.000012,-
2820,0.000001,0.000012,-
2821,0.000001,0.000013,-
2822,0.000001,0.000013,-
2823,0.000002,0.000012,-
2824,0.000001,0.000012,-
2825,0.000001,0.000012,-
2826,0.000002,0.000012,-
2827,0.000001,0.000013,-
2828,0.000002,0.000014,-
2829,0.000001,0.000012,-
2830,0.000001,0.000012,-
2831,0.000001,0.000012,-
2832,0.000002,0.000012,-
2833,0.000001,0.000012,-
2834,0.000002,0.000012,-
2835,0.000000,0.000012,-
2836,0.000001,0.000012,-
2837,0.000001,0.000014,-
2838,0.000001,0.000012,-
2839,0.000001,0.000013,-
2840,0.000001,0.000012,-
2841,0.000001,0.000012,-
2842,0.000001,0.000012,-
2843,0.000001,0.000013,-
2844,0.000001,0.000012,-
2845,0.000002,0.000012,-
2846,0.000001,0.000012,-
2847,0.000001,0.000013,-
2848,0.000002,0.000013,-
2849,0.000001,0.000012,-
2850,0.000001,0.000015,-
2851,0.000001,0.000012,-
2852,0.000001,0.000012,-
2853,0.000001,0.000013,-
2854,0.000001,0.000012,-
2855,0.000001,0.000013,-
2856,0.000001,0.000012,-
2857,0.000001,0.000012,-
2858,0.000001,0.000012,-
2859,0.000001,0.000013,-
2860,0.000001,0.000012,-
